did,url,title,body
20171810-13,http://agask.uqcloud.net/agotatorapi/resources/20171810.pdf,Faba bean: Agronomic impact of row spacing  variety and time of sowing on crop developmentÃ¢ÂÂGoondiwindi,25 cm 50 cm 75 cm 100 cm 0 0.5 1 1.5 2 2.5 3 3.5 H ar ve st d ry m at te r (t /h a) Treatments Figure 3. The effect of row spacing on dry matter accumulation at harvest maturity Implications for growers Narrow row spacings of 25 and 50 cm consistently produced higher dry matter yield than wider row spacings (75 and 100 cm). This effect has been seen across multiple trial sites and is usually accompanied by a yield benefit however  due to the lack of in-crop rain this trial was unable to convert the increased biomass into a yield response.
20171810-12,http://agask.uqcloud.net/agotatorapi/resources/20171810.pdf,Faba bean: Agronomic impact of row spacing  variety and time of sowing on crop developmentÃ¢ÂÂGoondiwindi,As expected  narrow rows accumulated more dry matter by the end of the season (Figure 3)  however there was no obvious difference in yield. This can be attributed to the unusually dry season  which caused the crop to run out of moisture before crop yield potentials could be reached. These results are in line with previous trials highlighting the benefit of narrow row spacing on dry matter accumulation  however these past trials also indicated increased yields under these narrow row spacings.
20171810-6,http://agask.uqcloud.net/agotatorapi/resources/20171810.pdf,Faba bean: Agronomic impact of row spacing  variety and time of sowing on crop developmentÃ¢ÂÂGoondiwindi,April (TOS1) and May (TOS2) Ã¢ÂÂ¢ Four row spacings: 25 cm  50 cm  75 cm and 100 cm Ã¢ÂÂ¢ Two varieties: PBA NasmaP and PBA WardaP The trial was planted using a 2 m  7-row disc seeder.
20171811-4,http://agask.uqcloud.net/agotatorapi/resources/20171811.pdf,Nutrition research,Research is continuing with pulse crops  where yield effects have been less consistent. There were mixed yield outcomes with deep-P sites in 2017 with chickpea. Some sites had no effect while others delivered a 25% increase.
20171811-1,http://agask.uqcloud.net/agotatorapi/resources/20171811.pdf,Nutrition research,REGIONAL AGRONOMY | 53 Nutrition research The nutrition research portfolio is continuing to explore crop responses aligned with deep placement of phosphorus (P) and potassium (K) across central and southern Queensland cropping soils. The 2017 results report on cumulative grain yield responses with economic implications. Nine sites had winter crops sown in 2017.
20192019-11,http://agask.uqcloud.net/agotatorapi/resources/20192019.pdf,Farming systems research,74 | QUEENSLAND GRAINS RESEARCH 2019Ã¢ÂÂ20 This edition reports on another four sites in a much drier season; a long fallow after sorghum with no yield differences in dryland wheat  a short fallow after chickpea that reduced grain yield in dryland wheat and two sites planned for cotton 2018-19 and 2019-20 that remained unplanted. To date the research indicates that cover crops can increase fallow water storage  and improve crop performance and returns in northern farming systems: Ã¢ÂÂ¢
20192019-8,http://agask.uqcloud.net/agotatorapi/resources/20192019.pdf,Farming systems research,2. Can cover crops increase the net water accumulation (plant available water) in grain and cotton systems with low ground cover (<30%) in the northern region? a. What is the net water cost to grow the cover crops?
20181922-1,http://agask.uqcloud.net/agotatorapi/resources/20181922.pdf,Weeds research,REGIONAL RESEARCH AGRONOMY | 107 Weeds research Herbicide-resistant weeds are becoming commonplace in farming systems throughout Australia. In the subtropical cropping regions of Queensland and New South Wales (NSW)  herbicide resistance to fallow-applied knockdown herbicides  especially glyphosate (Group M)  is making reliable control of key summer and winter fallow weeds difficult. There are now eight weed species resistant to glyphosate including flaxleaf fleabane (Conyza bonariensis)  awnless barnyard grass (Echinochloa colona)  feathertop Rhodes grass (Chloris virgata)  windmill grass (Chloris truncata)  liverseed grass (Urochloa panicoides)  annual ryegrass (Lolium rigidum) and sweet summer grass (Brachiaria eruciformis).
20181922-10,http://agask.uqcloud.net/agotatorapi/resources/20181922.pdf,Weeds research,In the summer of 2015-16 a range of herbicides were tested  both alone and as a mixture  at nine sites spread throughout Queensland cropping regions. These sites targeted five major weeds: Ã¢ÂÂ¢ sowthistle (Sonchus oleraceus) Ã¢ÂÂ¢ feathertop Rhodes grass (Chloris virgata) Ã¢ÂÂ¢ awnless barnyard grass (Echinochloa colona) Ã¢ÂÂ¢ sweet summer grass (Brachiaria eruciformis) Ã¢ÂÂ¢ stink grass (Eragrostis cilianensis) In the summer of 2016-17  these trials were repeated with a greater focus on mixtures of herbicides and sowthistle.
20171828-2,http://agask.uqcloud.net/agotatorapi/resources/20171828.pdf,Weeds research,Physical properties of residual herbicides such as solubility  ultraviolet stability and soil or stubble binding characteristics vary by product. Efficacy can also be affected by environmental factors  such as soil type  rainfall  temperature and ground cover. In order to better understand how different herbicides perform under varying conditions it is necessary to gather local efficacy and persistence data across a range of environments and seasons.
20181919-24,http://agask.uqcloud.net/agotatorapi/resources/20181919.pdf,Impact of crop species and crop sequencing on nematode  crown rot and common root rot inoculum loadsÃ¢ÂÂNorthern Region,P. thornei numbers declined following cotton  maize and sorghum crops. The non-CR host crops (cotton  maize  mungbean and sorghum) provided the best way to reduce CR inoculum while the non-host winter crops (canola  chickpea and faba bean) had virtually no impact on CR inoculum. There was little impact from most species on CRR levels with the primary host  wheat  the worst crop option while CRR declined under the MR barley variety CompassP. The sequencing of crops can provide the biggest changes in pathogen loads.
20181919-14,http://agask.uqcloud.net/agotatorapi/resources/20181919.pdf,Impact of crop species and crop sequencing on nematode  crown rot and common root rot inoculum loadsÃ¢ÂÂNorthern Region,The non-host winter crops; canola  chickpea and faba bean showed no reduction in CR levels while field peas showed a significant decline in the pathogen at harvest. The biggest decline was recorded in the non-host summer crops;
20181919-26,http://agask.uqcloud.net/agotatorapi/resources/20181919.pdf,Impact of crop species and crop sequencing on nematode  crown rot and common root rot inoculum loadsÃ¢ÂÂNorthern Region,In addition to increasing P. thornei numbers  the common sequence wheat/chickpea/wheat  with a single non-host pulse crop had no impact on CR levels  while the high crop intensity and long fallow summer crop systems had the biggest reductions in CR inoculum. This was probably due to these systems providing more time or an improved environment for stubble breakdown. High N input continuous wheat systems led to the largest increase in CR inoculum and highlights why this rotation is actively discouraged  especially in environments where stubble breakdown is slow.
20181919-27,http://agask.uqcloud.net/agotatorapi/resources/20181919.pdf,Impact of crop species and crop sequencing on nematode  crown rot and common root rot inoculum loadsÃ¢ÂÂNorthern Region,CRR inoculum increased under continuous wheat  its primary host  but also under sorghum which warrants further investigation regarding its host status for this fungus. This observation is of concern  with the inclusion of summer crops such as sorghum providing a disease break for other pathogens such as CR and P. thornei. Resistant or non-host crops may reduce inoculum loads  but several consecutive resistant crops coupled with fallows offer the best rotation option to reduce very high pathogen loads.
20181919-3,http://agask.uqcloud.net/agotatorapi/resources/20181919.pdf,Impact of crop species and crop sequencing on nematode  crown rot and common root rot inoculum loadsÃ¢ÂÂNorthern Region,The non-host summer crops (cotton  maize  mungbean and sorghum) provided the greatest reduction in crown rot inoculum while most non-host winter crops had virtually no impact. 3. There was little impact from most species on common root rot levels with wheat the worst crop option  while common root rot declined under the moderately resistant barley variety CompassP. Background While advances in agronomy and improved performance of individual crops have helped grain growers maintain their profitability  current farming systems are underperforming.
20181919-20,http://agask.uqcloud.net/agotatorapi/resources/20181919.pdf,Impact of crop species and crop sequencing on nematode  crown rot and common root rot inoculum loadsÃ¢ÂÂNorthern Region,The wheat/chickpea/wheat and continuous wheat sequences led to modest increases in P. thornei numbers (Fig 2b). The high N Higher crop intensity and wheat/ long fallow/sorghum systems had large declines in CR inoculum  however  the addition of high N into a continuous wheat system led to a large increase in CR inoculum (2c). The popular wheat/chickpea/wheat system had no effect on CR inoculum loads (Fig 2c).
20181919-17,http://agask.uqcloud.net/agotatorapi/resources/20181919.pdf,Impact of crop species and crop sequencing on nematode  crown rot and common root rot inoculum loadsÃ¢ÂÂNorthern Region,Crops are barley (Bar)  canola (Can)  chickpea (Chi)  cotton (Cot)  faba bean (Fab)  field pea (Fpe)  maize (Mai)  mungbean (Mun)  sorghum (Sor)  sunflower (Sun) and wheat (Wht). ( d) Bipolaris sorokiniana (CRR) (a) Pratylenchus neglectus (RLN) (b) Pratylenchus thornei (RLN) (c) Fusarium spp. ( CR) REGIONAL RESEARCH AGRONOMY | 97 The change in pathogen loads of selected three-phase crop sequences from March 2015 to March 2018 after summer fallow or harvest of a 2017 summer crop were also investigated.
20181919-21,http://agask.uqcloud.net/agotatorapi/resources/20181919.pdf,Impact of crop species and crop sequencing on nematode  crown rot and common root rot inoculum loadsÃ¢ÂÂNorthern Region,The wheat/ long fallow/cotton sequence had the biggest impact on reducing CRR inoculum (Fig 2d). The Higher crop intensity and wheat/long fallow/ sorghum systems led to modest increases while the continuous wheat system gave the biggest increase in CRR inoculum (Fig. 2d).
20181919-23,http://agask.uqcloud.net/agotatorapi/resources/20181919.pdf,Impact of crop species and crop sequencing on nematode  crown rot and common root rot inoculum loadsÃ¢ÂÂNorthern Region,Higher crop intensity ( hci)  wheat/chickpea/wheat (wcw)  wheat/long fallow/cotton (wlfc)  wheat/long fallow/sorghum (wlfs)  wheat/wheat/wheat (www). ( a) Pratylenchus neglectus (RLN) (c) Fusarium spp. ( CR) (b) Pratylenchus thornei (RLN) (d) Bipolaris sorokiniana (CRR) 98 | QUEENSLAND GRAINS RESEARCH 2018Ã¢ÂÂ19 Implications for growers In terms of individual crop response to RLN  both barley and wheat led to increases in P. neglectus  while mungbeans  wheat and to a lesser extent chickpea led to increases in P. thornei.
201603-4,http://agask.uqcloud.net/agotatorapi/resources/201603.pdf,Sorghum: measuring the effect on yield  quality and plant structure when manipulating hybrid variety  population and row spacingÃ¢ÂÂEmerald,Solid plant  low population configurations of a low tillering variety may give larger grain size than skip row configurations with the same target population in tough  water stressed conditions. Background Traditional summer rainfall reliability has diminished in recent years  so growers have become more reliant on stored moisture  rather than in-crop rainfall. To give greater security in crop production of both sorghum and maize in a dryland scenario  growers have widened row spacing and lowered target populations to try to better manage the limited water available in the profile.
201603-20,http://agask.uqcloud.net/agotatorapi/resources/201603.pdf,Sorghum: measuring the effect on yield  quality and plant structure when manipulating hybrid variety  population and row spacingÃ¢ÂÂEmerald,Significant treatment affects observed on yield Target population (Ã¢ÂÂ000)/ha Yield (kg/ha) Target population (Ã¢ÂÂ000)/ha and Spacing Yield (kg/ha) 80 5107 a 80 solid 5570 a 60 5048 a 60 solid 5371 ab 40 4239 b 60 single skip 4725 bc 80 single skip 4645 bc 40 solid 4316 cd 40 single skip 4161 d Rows with different letters are significantly different to other rows (p=0.05) Harvest index Harvest index assesses the efficiency of biomass to convert to grain. The higher the harvest index number  the better the conversion factor. Table 3 gives a breakdown of all the treatments and their harvest index  and also gives an average harvest index number for all population treatments and all varietal treatments.
201603-15,http://agask.uqcloud.net/agotatorapi/resources/201603.pdf,Sorghum: measuring the effect on yield  quality and plant structure when manipulating hybrid variety  population and row spacingÃ¢ÂÂEmerald,Tiller counts also consistently reduced as populations were increased with each population having a significant difference (P=0.005) from the other. It is important to note that tiller numbers were generally low anyway  with 40 000 solid treatments having the highest average tiller count of 0.4 tillers per plant and the highest row density of 80 000 single skip only averaging 0.14 tillers per plant across treatments. 43 45 47 49 51 53 55 40 60 80 40 60 80 1m Single Skip A vg .
201603-8,http://agask.uqcloud.net/agotatorapi/resources/201603.pdf,Sorghum: measuring the effect on yield  quality and plant structure when manipulating hybrid variety  population and row spacingÃ¢ÂÂEmerald,1 m Ã¢ÂÂsolidÃ¢ÂÂ and 1 m Ã¢ÂÂskip rowÃ¢ÂÂ Establishment and populations were good  however spacing between plants was not as uniform as hoped. Plant counts were conducted on 2 March with all target populations being achieved or exceeded. MR-Apollo tended to achieve the highest average establishment populations  regardless of the target.
201603-23,http://agask.uqcloud.net/agotatorapi/resources/201603.pdf,Sorghum: measuring the effect on yield  quality and plant structure when manipulating hybrid variety  population and row spacingÃ¢ÂÂEmerald,However  in the solid planting configuration  80 000 was more efficient than 40 000. Interestingly  this is reversed in the skip row configurations. Implications for growers It was disappointing that we were unable to get usable harvest water numbers before all the rain that was received just before harvest.
201603-17,http://agask.uqcloud.net/agotatorapi/resources/201603.pdf,Sorghum: measuring the effect on yield  quality and plant structure when manipulating hybrid variety  population and row spacingÃ¢ÂÂEmerald,Even varieties which tend to have a higher tillering ability such as MR-Buster still only had at most a 15% contribution to yield  at the lowest population density of 40 000 solid. There were no statistically significant changes to yield contribution no matter what population or row spacing configuration was used in this trial  although there was a strong trend indicating that lower population and row density treatments (solid treatments) had higher tiller counts than higher population or density treatments. Grain weight was affected significantly (p=0.05) with both the main stem and the tiller stem;
201603-24,http://agask.uqcloud.net/agotatorapi/resources/201603.pdf,Sorghum: measuring the effect on yield  quality and plant structure when manipulating hybrid variety  population and row spacingÃ¢ÂÂEmerald,General observations match with the harvest index numbers which indicate that despite having good starting water profile  the crop set up for a big yield  but the lack of good follow-up rain at or before flowering and grain fill meant that particularly the high population treatments were not able to finish the job. At a broader level  what has been highlighted is the need to understand hybrid attributes to better match with seasonal conditions to achieve market specifications. For example  in a tough year with a lower profile of water  MR-Apollo at 40 000 solid may give a higher harvest index  larger seed  and minimal tillers  however that configuration will never maximise yield  if good in-crop rain comes  when compared to a higher population and or a higher tillering variety.
20192024-2,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,Key findings 1. The water use efficiency of crops is lower when chickpea  wheat or sorghum have less than 80 mm  100 mm or 120 mm respectively prior to planting. Waiting until soil moisture reaches these levels is critical to maximise conversion of accumulated soil moisture into grain.
20192024-32,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,Crops of wheat  chickpea and sorghum that had less than 100 mm of plant available water coming into the season  had much less chance of achieving a high crop WUE; crops planted on lower soil moisture are more at risk of depleting the soil profile prior to flowering and grain-fill without significant in-crop rain. The data suggest that chickpea may be less susceptible to this than wheat or sorghum.
20192024-51,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,The efficiency of this fallow storage is driven by the stubble left by the previous crop and the duration of the fallow period. Crop type also influences how efficiently crop water use is converted to grain. This research suggests storing more than 80 mm  100 mm or 120 mm PAW prior to planting chickpea  wheat or sorghum (respectively) increases the likelihood of optimising crop WUE.
20192024-39,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,The WUE of crops generally increased with the soil water available at planting. Crops of wheat  chickpea and sorghum that had less than 100 mm of plant available water coming into the season  had much less chance of achieving a high crop WUE; crops planted on lower soil moisture are more at risk of depleting the soil profile prior to flowering and grain-fill without significant in-crop rain.
20192024-26,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,A large portion of that seasonÃ¢ÂÂs rain fell in spring  when both the chickpea and cotton crops were both in the ground  but with very little additional rainfall from chickpea harvest to cotton harvest. The cotton in the Lower crop intensity system left the soil 32 mm drier than the chickpea at their respective harvests. However  the chickpea ground was 19 mm drier when the cotton was picked and a combination of residual wheat stubble and dry cracked soil post-cotton resulted in the Lower crop intensity system having an extra 15 mm PAW when the two systems were planted to wheat in 2018.
20192024-48,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,Late in a long fallow  the cover levels will be lower and the soil wetter  so there is less scope for infiltration and more evaporation. The impacts of particular crops on the accumulation of soil water in the following fallow should be considered in the cropping sequence. For example  a fallow receiving 400 mm of rain after a winter cereal may accumulate 120 mm on average  while the same fallow after a grain legume may only accumulated 80 mm.
20192024-30,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,Numbers show the net change between soil water readings. Ã¢ÂÂ -106 69 -59 13 35 1 Ã¢ÂÂ -111 107 -120 96 -20 0 20 40 60 80 100 120 140 Apr-15 Oct-15 Apr-16 Oct-16 Apr-17 Oct-17 Apr-18 Oct-18 Pl an t a va il ab le w at er (m m ) Mungindi Baseline - Intensity Wheat Wheat Fa l low Fal low Cotton Chickpea Fal low Fal low Wheat Cover crop Fa l low Wheat lower; 15.3 kg/mm for wheat  8.8 kg/mm for chickpea and 14.3 kg/mm for sorghum (Figure 6  top row).
20192024-29,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,Data collected from the farming systems experiments show that the 'marginal' WUE (kg/mm from additional crop water use) reached its potential at 24 kg/mm for wheat  12.5 kg/mm for chickpea and 18 kg/mm for grain sorghum. Despite this potential and good crop management in these experiments  the average across all the crops measured was Figure 5. PAW dynamics of two of the Mungindi cropping systems.
20192024-40,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,The data suggest that chickpea may be less susceptible to this than wheat or sorghum. ChickpeaÃ¢ÂÂs indeterminate growth habit means it has a lower water requirement prior to the start of grain filling and the grain yield potential builds throughout the season. This makes chickpea yield less susceptible to acute water stress at critical phenological stages than cereals that build biomass and then convert it to grain yield.
201605-18,http://agask.uqcloud.net/agotatorapi/resources/201605.pdf,Wheat: the effects of different planting dates on yield and plant physiology across different varietiesÃ¢ÂÂGoondiwindi,Both this trial and the 2015 trial have achieved the best yields by flowering around 30 August  which is the date CliMate indicates both heat stress and frost risk are lowest. However variation in the window around this date between the two seasons reinforces the benefit of using a combination of varieties with varying maturity and multiple planting dates to spread the risk of frost and heat stress. All varieties will mature faster if planted late in the season  but once planting dates are delayed such that flowering within the ideal window is not possible  maximum yields would be achieved by planting the quickest maturing varieties available.
201605-15,http://agask.uqcloud.net/agotatorapi/resources/201605.pdf,Wheat: the effects of different planting dates on yield and plant physiology across different varietiesÃ¢ÂÂGoondiwindi,The bigger impact between the two seasons was the fact that frosts occurred 30 days later in 2016 than the 2015 season. TOS 4 varieties had shorter period to anthesis than TOS 2 and TOS 3. This reduction in days to anthesis has allowed some of the quick maturing varieties to flower late inside the ideal window  producing similar yields as their earlier TOS  but with increased screenings due to the heat stress.
201605-17,http://agask.uqcloud.net/agotatorapi/resources/201605.pdf,Wheat: the effects of different planting dates on yield and plant physiology across different varietiesÃ¢ÂÂGoondiwindi,4.53 4.42 Letters indicate significantly different days to anthesis for varying planting dates within a variety. Implications for growers This trial demonstrated a yield benefit for matching the planting date with the length to maturity of a variety to maximise yield potential. With the presence of multiple frosts in this season there was a greater benefit to delaying flowering than observed in the 2015 trial  however the yield penalty for delaying flowering later than ideal has had a much greater impact.
201605-2,http://agask.uqcloud.net/agotatorapi/resources/201605.pdf,Wheat: the effects of different planting dates on yield and plant physiology across different varietiesÃ¢ÂÂGoondiwindi,Key findings 1. Wheat should be planted early in the recommended planting window to maximise yield. 2.
201638-21,http://agask.uqcloud.net/agotatorapi/resources/201638.pdf,The economics of deep placement of phosphorus in Queensland and northern NSW,It is believed that in-season rainfall will allow plant access to P in the 0Ã¢ÂÂ10 cm layer  reducing the reliance on subsoil P  thus reducing the potential benefits. Seasons where there is minimal in-season rainfall are expected to obtain greater benefit from deep-P. Additional monitoring will be required to determine what the difference in duration of response is between the rates of P used and whether the higher rates can prove economical over time. Acknowledgements The research undertaken as part of this project is made possible by the significant contributions of growers through both trial cooperation and the support of the Grains Research and Development Corporation and the Department of Agriculture and Fisheries across a number of projects  UQ00063 / DAQ00194 / CSA00036;
201638-7,http://agask.uqcloud.net/agotatorapi/resources/201638.pdf,The economics of deep placement of phosphorus in Queensland and northern NSW,We refer to this technology as Ã¢ÂÂdeep-PÃ¢ÂÂ. Crop nutrient decisions have traditionally been short-term decisions where the costs and benefits from applied fertiliser are realised within the same cropping season; in contrast deep-P placement is a longer-term decision  due to high upfront costs and the benefits lasting many seasons.
201638-20,http://agask.uqcloud.net/agotatorapi/resources/201638.pdf,The economics of deep placement of phosphorus in Queensland and northern NSW,In situations where K and S levels are already sufficient  the majority of sites would return a profit in the second year. Table 5. Cumulative net benefit generated over time by 20 kg P/ha treatment Year 1 Year 2 Year 3 Number of sites 21 15 7 Average cumulative net benefit -$73 -$5 -$11 Max net benefit $106 $222 $331 Number of sites with net benefit 5 9 3 Responses to P have varied  with season type being an important factor.
201638-4,http://agask.uqcloud.net/agotatorapi/resources/201638.pdf,The economics of deep placement of phosphorus in Queensland and northern NSW,However  subsoil P requirements are not so readily understood. Later season P has traditionally come from native subsoil P reserves  but as we deplete this P over years of cropping the need to introduce fertiliser sources to replenish these reserves is becoming more urgent  as stratification occurs. Nutrient stratification occurs when there is a redistribution of non-mobile nutrients such as P from the lower parts of the profile (10Ã¢ÂÂ30 cm) and then being released through stubble breakdown into the top 10 cm of the profile.
201604-33,http://agask.uqcloud.net/agotatorapi/resources/201604.pdf,Wheat: the effects of different planting dates on yield and plant physiology across different varietiesÃ¢ÂÂEmerald,Time of sowing will have a significant effect on final yield result  with the mid-April plant consistently out yielding other planting dates. This planting window is not without significant frost risks  but significant yield bonuses are there for the taking by choosing the right variety of wheat with a maturity and disease package that suits your particular conditions. REGIONAL AGRONOMY NETWORK | 17 Acknowledgements The Variety Specific Agronomy Packages (VSAP) program is co-funded by the Grains Research and Development Corporation  New South Wales Department of Primary Industries and the Queensland Department of Agriculture and Fisheries.
201604-29,http://agask.uqcloud.net/agotatorapi/resources/201604.pdf,Wheat: the effects of different planting dates on yield and plant physiology across different varietiesÃ¢ÂÂEmerald,Quicker varieties such as SuntopP  CondoP  LongReach SpitfireP and Elmore CL PlusP have the ability to flower quickly and still yield in a mid-April plant. Planting in mid-April  varieties will not suffer from heat stress as much and consequently tend to tiller more  increasing yield potential. By mid-May  the trials are showing that only a medium to quick variety should be considered unless a late July/early August frost is a significant concern.
201604-1,http://agask.uqcloud.net/agotatorapi/resources/201604.pdf,Wheat: the effects of different planting dates on yield and plant physiology across different varietiesÃ¢ÂÂEmerald,REGIONAL AGRONOMY NETWORK | 11 Wheat: the effects of different planting dates on yield and plant physiology across different varietiesÃ¢ÂÂEmerald Darren Aisthorpe Department of Agriculture and Fisheries Research Question: What effect will altering the time of sowing of wheat varieties from varying maturities have on phenology and yield?
201610-3,http://agask.uqcloud.net/agotatorapi/resources/201610.pdf,Wheat: impact of population effect on the phenology and yield potentialÃ¢ÂÂJambin,2. Inherent genetic traits had more impact on protein  test weight and screenings than did changes in plant population. Background It is generally accepted that for dryland wheat planting in usual Queensland conditions  1 000 000 plants per hectare or 100 plants/m2 is optimal.
201610-6,http://agask.uqcloud.net/agotatorapi/resources/201610.pdf,Wheat: impact of population effect on the phenology and yield potentialÃ¢ÂÂJambin,600 000 plants /ha or 60 plants/m2 3. 900 000 plants /ha or 90 plants/m2 4. 1 500 000 plants /ha or 150 plants/m2 The varieties in order of increasing maturity from slow to quick were (2017 Queensland wheat varieties guide):
201611-3,http://agask.uqcloud.net/agotatorapi/resources/201611.pdf,Wheat: impact of population effect on the phenology and yield potentialÃ¢ÂÂBrookstead,At this point yield became reasonably stable for all varieties tested until 1.5 million plants per hectare  then yield started to decline. 2. The days from planting to flowering reduces for quicker varieties but not the slower varieties.
201611-2,http://agask.uqcloud.net/agotatorapi/resources/201611.pdf,Wheat: impact of population effect on the phenology and yield potentialÃ¢ÂÂBrookstead,If so  are there any clear varietal differences which can be used to optimise yield potential? Key findings 1. Yield increased with increasing plant population to approximately 1 million plants per hectare or 100 plants/m2 (there is some variation between varieties).
201611-13,http://agask.uqcloud.net/agotatorapi/resources/201611.pdf,Wheat: impact of population effect on the phenology and yield potentialÃ¢ÂÂBrookstead,As population increased from 25 to 75 plants/m2  the yield steadily increased. Between 100 and 150 plants/m2 the yield tends to be reasonable stable. Above 150 plants/m2 the yield appears to reduce a little  however further assessment of populations above 150 plants/m2 would be required to confirm this result (Figure 2).
201646-2,http://agask.uqcloud.net/agotatorapi/resources/201646.pdf,Weeds research,This can therefore  provide medium to long-term control of weeds by controlling several flushes of emergence. The physical properties of residual herbicides varies by product (solubility  ultraviolet stability  stubble  soil binding etc.) as such efficacy can be affected by the environment in which it is applied (soil type  rainfall  temperature and ground cover).
201614-22,http://agask.uqcloud.net/agotatorapi/resources/201614.pdf,Wheat: impact of varying nitrogen treatments across different varieties and maturitiesÃ¢ÂÂGoondiwindi,When this season delivered a long  cool and wet grain fill period  it allowed the plants to develop a strong root system to extract their required nitrogen from deep within the profile and realise that yield. The grain protein dilution effect (Figure 1) was consistent for all nitrogen rates applied in this trial. This equates to an average protein spread of 2% between the highest protein variety (LongReach SpitfireP) and the lowest protein variety (SuntopP) with a half-tonne per hectare yield penalty for the higher protein.
201614-23,http://agask.uqcloud.net/agotatorapi/resources/201614.pdf,Wheat: impact of varying nitrogen treatments across different varieties and maturitiesÃ¢ÂÂGoondiwindi,Therefore  when growing the high yielding varieties such as SuntopP and EGA GregoryP  it is important to ensure enough nitrogen is available to the crop to achieve high yields and proteins. However  if high grain protein is important then it may be beneficial to accept a slightly lower yield and grow a high protein achieving variety such as LongReach SpitfireP. In this trial there was no difference between the grain yield and protein of the 100% treatments applied either up front or split between pre-plant and in-crop applications. This allows a strategy of applying nitrogen fertiliser for an average yield potential  then applying additional nitrogen in the vegetative period of the crop  as in-crop rain increases the cropÃ¢ÂÂs yield potential.
201614-15,http://agask.uqcloud.net/agotatorapi/resources/201614.pdf,Wheat: impact of varying nitrogen treatments across different varieties and maturitiesÃ¢ÂÂGoondiwindi,LongReach SpitfireP EGA GregoryP SuntopP LongReach LancerP LongReach GauntletP 5000 5100 5200 5300 5400 5500 5600 5700 5800 5900 12.5 13.0 13.5 14.0 14.5 Yi el d (k g/ ha ) Grain protein (%) Figure 1. Dilution effect of wheat varieties  with decreasing yield for increasing protein so these treatments were combined with the control for statistical analysis. There was no significant Ã¢ÂÂvariety x rateÃ¢ÂÂ interactions in this trial  therefore all differences measured were as a result of either variety or nitrogen rate.
201614-13,http://agask.uqcloud.net/agotatorapi/resources/201614.pdf,Wheat: impact of varying nitrogen treatments across different varieties and maturitiesÃ¢ÂÂGoondiwindi,This was possible because of a bulge of nitrogen below the budgeting depth  with 125 kg N/ha  in the 90-150 cm zone. The paddock nitrogen levels were higher than required for the 50% yield potential treatments  Grain quality (screenings  test weight and seed size) were not affected by any of the nitrogen treatments. The top yielding varieties in this trial were SuntopP  followed by EGA GregoryP and LongReach LancerP. For SuntopP and EGA GregoryP  the additional 100 kg N/ha in 150% YP was required to achieve the protein for the APH grade.
201614-9,http://agask.uqcloud.net/agotatorapi/resources/201614.pdf,Wheat: impact of varying nitrogen treatments across different varieties and maturitiesÃ¢ÂÂGoondiwindi,LongReach SpitfireP Nitrogen rates were set based on an estimated site grain yield potential of 3.5 t/ha at 12% protein (Table 1): 1. Control (Nil) 2.
201614-8,http://agask.uqcloud.net/agotatorapi/resources/201614.pdf,Wheat: impact of varying nitrogen treatments across different varieties and maturitiesÃ¢ÂÂGoondiwindi,EGA GregoryP 3. LongReach GauntletP 4. SuntopP 5.
201614-14,http://agask.uqcloud.net/agotatorapi/resources/201614.pdf,Wheat: impact of varying nitrogen treatments across different varieties and maturitiesÃ¢ÂÂGoondiwindi,The other three varieties were able to achieve this grading without the addition of any extra nitrogen. When comparing the nitrogen removal rates it is evident that for four of the varieties  the protein differences is a dilution effect from increasing yield. LongReach LancerP is the only variety to vary from this trend  producing higher protein for its relative yield (Table 2  Figure 1).
201614-3,http://agask.uqcloud.net/agotatorapi/resources/201614.pdf,Wheat: impact of varying nitrogen treatments across different varieties and maturitiesÃ¢ÂÂGoondiwindi,Applying nitrogen as a split application has provided a small grain protein benefit with no effect on grain yield. 3. Varietal preference for higher grain yield or protein was observed.
201614-17,http://agask.uqcloud.net/agotatorapi/resources/201614.pdf,Wheat: impact of varying nitrogen treatments across different varieties and maturitiesÃ¢ÂÂGoondiwindi,The highest rate of nitrogen (150% YP) provided an additional lift in grain yield and protein. Table 2. Crop data Population (plants/m2) Yield at 12.5% (kg/ha) Grain protein (%) N removed (kg/ha) N Treatments (R) n.s. *** ** ***
